run,train_size,Loss,Accuracy
0,40,2.15110445022583,0.275
0,80,1.8751855492591858,0.5625
0,120,1.9365972876548767,0.525
0,160,1.9856284459431965,0.475
0,200,1.9650568664073944,0.495
0,240,1.9981428384780884,0.4708333333333333
0,280,1.9216763496398925,0.5428571428571428
0,320,1.9299008131027222,0.53125
0,360,1.9856203993161519,0.4722222222222222
0,400,1.9438422066824776,0.49
0,440,1.9821966886520386,0.47954545454545455
0,480,1.91319078207016,0.5354166666666667
0,520,1.988928582933214,0.4826923076923077
0,560,2.008025805155436,0.45357142857142857
0,600,1.9044856071472167,0.56
0,640,1.995525884628296,0.465625
0,680,1.9504221786152234,0.4970588235294118
0,720,1.988494614760081,0.4666666666666667
0,760,1.9717953602472942,0.49078947368421055
0,800,1.9001575708389282,0.5625
0,840,1.9745436906814575,0.4607142857142857
0,880,1.8866173454693385,0.5704545454545454
0,920,1.996914768218994,0.45543478260869563
0,960,1.9923731327056884,0.46770833333333334
0,1000,1.9562279060482979,0.505
0,1040,1.8607542865416582,0.5980769230769231
0,1080,1.9395114323672127,0.525
0,1120,1.8851531214184232,0.5633928571428571
0,1160,1.9189400986621254,0.5405172413793103
0,1200,1.9564907864520424,0.505
0,1240,1.8911457777023315,0.5620967741935484
0,1280,1.8769541382789612,0.5828125
0,1320,1.8802163544155301,0.5803030303030303
0,1360,1.9141463149677624,0.55
0,1400,1.9308648868040605,0.5314285714285715
0,1440,1.9686237055322398,0.49444444444444446
0,1480,1.9748227248589199,0.4810810810810811
0,1520,2.3984338442484536,0.0625
0,1560,1.930879726409912,0.5269230769230769
0,1600,1.8414577531814575,0.6175
0,1640,1.9931220366404607,0.4682926829268293
0,1680,1.7331860816037212,0.7363095238095239
0,1720,1.9916568288096674,0.4697674418604651
0,1760,1.9575668275356293,0.5011363636363636
0,1800,1.9277853801332672,0.5166666666666667
0,1840,1.7883749049285362,0.675
0,1880,1.8483591675758362,0.6132978723404255
0,1920,1.744042686621348,0.7182291666666667
0,1960,1.7603662244735225,0.7
0,2000,1.7765919491648674,0.6945
1,40,2.13927960395813,0.35
1,80,1.828337848186493,0.6
1,120,1.948874056339264,0.5083333333333333
1,160,1.9193149010340373,0.58125
1,200,1.8752131760120392,0.505
1,240,2.035369634628296,0.42916666666666664
1,280,2.0778175354003907,0.37857142857142856
1,320,1.9145729303359986,0.55625
1,360,1.8694730798403423,0.5944444444444444
1,400,2.010257993425642,0.4675
1,440,1.831551126071385,0.6409090909090909
1,480,1.9806821197271347,0.47291666666666665
1,520,1.988928582933214,0.4423076923076923
1,560,1.9736566013760037,0.475
1,600,1.8976346731185914,0.5716666666666667
1,640,1.973650872707367,0.4875
1,680,1.9983667893843218,0.4632352941176471
1,720,2.0288591980934143,0.44027777777777777
1,760,2.040949990351995,0.41973684210526313
1,800,2.0512951153975267,0.40625
1,840,2.0549008335386003,0.39166666666666666
1,880,2.0798263805253163,0.3795454545454545
1,920,1.8471639076868693,0.616304347826087
1,960,2.0663591384887696,0.39479166666666665
1,1000,1.7543463706970215,0.71
1,1040,2.0613346450469074,0.40673076923076923
1,1080,1.6938860907274134,0.7777777777777778
1,1120,2.042748106850518,0.4142857142857143
1,1160,2.053256110141152,0.40344827586206894
1,1200,1.6604654098811902,0.81
1,1240,1.7343985795974732,0.7274193548387097
1,1280,2.0306821346282957,0.43046875
1,1320,2.042996111370268,0.41893939393939394
1,1360,1.6580503962256692,0.7985294117647059
1,1400,1.747426764531569,0.7114285714285714
